train,test,transfer_R2,geo_km,feat_dist,abs_dlat
Amazon,Chao Phraya,-0.5593975901099428,16452.031102780424,1.564414292374786,14.942775275265289
Amazon,Danube,-0.2766702578360063,9193.254671269038,2.93469686856091,46.07265541851148
Amazon,Indus,-51.23780511691863,12873.70897099843,3.257511615748477,26.129183257922843
Amazon,Limpopo,-0.0311092633127667,9303.177154769659,1.464049763427908,24.11913284448724
Amazon,Mackenzie,-0.2120835528219908,9832.99555316171,1.2652877726003018,69.23626578690127
Amazon,Mississippi,-0.7519764707886356,5617.863262945907,1.5794610558852011,31.872674887964482
Amazon,Niger,-0.2574714785027041,6325.366832692876,1.020807785023298,6.404659453289928
Amazon,Parana-Plata,-0.1094269993422902,3683.0679489777744,1.5311536138507837,32.30722984598626
Amazon,Pearl,-0.0114353374140543,16935.7698215352,0.472313170110043,23.859611916809975
Amazon,Rhine-Meuse,-0.2595916027679184,7802.318771214756,1.2395872800025254,52.728707071546694
Amazon,Sacramento,-0.1308762640537042,8475.30778070594,1.971161772189634,38.77388280764985
Amazon,Senegal,-9.764083623857962,4149.464396281233,2.148769542289025,16.752231010186758
Amazon,Yellow River,-21.29442500047256,15838.386151630597,2.253765449103123,37.477931819204244
Amazon,Ganges,-0.3070763451695311,14999.66978696712,3.1953693105216727,23.747343653370972
Chao Phraya,Amazon,-0.7307768059242039,16452.031102780424,1.564414292374786,14.942775275265289
Chao Phraya,Danube,0.0724089735812049,7477.911759799262,2.3435242195116355,31.12988014324619
Chao Phraya,Indus,-8.491981818715123,3581.608743542413,2.7214913850013485,11.186407982657554
Chao Phraya,Limpopo,-0.0910682720669207,8473.035512462127,2.605286311024176,39.06190811975253
Chao Phraya,Mackenzie,-0.1791885514350797,9887.839625497383,1.4457967782255559,54.29349051163599
Chao Phraya,Mississippi,-0.0249209319690788,14830.273636880378,1.7999371596096148,16.929899612699195
Chao Phraya,Niger,-0.4097447408828327,10277.152310736017,2.4718223452798225,8.538115821975362
Chao Phraya,Parana-Plata,-0.0409420035873004,16973.258784466918,1.3548754230539541,47.25000512125155
Chao Phraya,Pearl,-0.6106250133968365,1646.3003287952217,1.6276264696762826,8.916836641544686
Chao Phraya,Rhine-Meuse,-0.3816977464162423,9121.88517736211,2.44438528515831,37.7859317962814
Chao Phraya,Sacramento,-0.0161115502278017,12735.28840458201,1.8228644169866146,23.831107532384557
Chao Phraya,Senegal,-2.4319299478856236,12304.12832525215,3.069461603026922,1.8094557349214693
Chao Phraya,Yellow River,-7.376816589270057,3044.683939380574,2.538574381685037,22.535156543938953
Chao Phraya,Ganges,-0.0954236216368027,1518.1131248198453,2.436649933422803,8.804568378105683
Danube,Amazon,-87.40366367712713,9193.254671269038,2.93469686856091,46.07265541851148
Danube,Chao Phraya,-250.5657274750564,7477.911759799262,2.3435242195116355,31.12988014324619
Danube,Indus,-32.165213728344725,4161.711672812379,0.4218197368196652,19.943472160588634
Danube,Limpopo,-0.7245285562075054,7819.1817966817425,2.980522086385706,70.19178826299871
Danube,Mackenzie,0.4168227692374859,7287.667369261288,1.7975679976779544,23.163610368389797
Danube,Mississippi,-3.625153935441806,9596.398627699733,2.029016088205882,14.199980530546995
Danube,Niger,-7.162742236671734,4903.437549003771,3.2791933303136265,39.66799596522155
Danube,Parana-Plata,-23.204250363133102,12300.478789992876,1.7725930415126385,78.37988526449774
Danube,Pearl,-2.118496896744918,7779.297863961666,2.571579560330674,22.213043501701502
Danube,Rhine-Meuse,-0.1036494591547201,1859.7287006643796,2.7340974465031627,6.656051653035213
Danube,Sacramento,-0.5421157602842377,10299.062806114825,1.143619448337985,7.298772610861633
Danube,Senegal,-29.109323377289627,5295.414072350398,2.78197072350537,29.32042440832472
Danube,Yellow River,-31.34495974760857,7161.71070662693,1.7673256157538435,8.594723599307237
Danube,Ganges,-1.5276400641111518,5960.621223448959,0.39653201021945467,22.325311765140505
Indus,Amazon,-0.1977257708238458,12873.70897099843,3.257511615748477,26.129183257922843
Indus,Chao Phraya,-0.0444483540347124,3581.608743542413,2.7214913850013485,11.186407982657554
Indus,Danube,-0.0522372772988424,4161.711672812379,0.4218197368196652,19.943472160588634
Indus,Limpopo,-0.0480022740295522,6732.520196285428,3.2531020321074298,50.24831610241009
Indus,Mackenzie,-0.2623025036794386,9434.790540879745,2.067962525165096,43.10708252897843
Indus,Mississippi,-0.0029550614661999,13381.920806242411,2.208562017259349,5.743491630041639
Indus,Niger,-0.0699803642712924,6904.958041543046,3.5593955505643478,19.724523804632916
Indus,Parana-Plata,-0.1888015396027331,14769.264971336082,2.1637032480094964,58.4364131039091
Indus,Pearl,-0.0691291042165236,4520.284209094127,2.877042620081918,2.2695713411128686
Indus,Rhine-Meuse,-0.3433394136058096,5984.815944985643,2.9467353265117056,26.599523813623847
