delta,lat,lon,depth_top_cm,depth_bot_cm,soc,ph,clay,silt,sand,source
Rhine-Meuse,51.46228021068148,3.947305867919411,,,15.08,7.4,35.0,54.0,10.5,BIS_Nederland
Rhine-Meuse,51.44920058373173,3.8867159783043967,,,9.86,7.6,31.0,40.0,30.0,BIS_Nederland
Rhine-Meuse,51.459317439458395,3.918761982398294,,,9.28,7.5,13.0,20.0,67.1,BIS_Nederland
Rhine-Meuse,51.450654962305606,3.9233576648904895,,,33.64,7.4,55.0,42.0,3.5,BIS_Nederland
Rhine-Meuse,51.47127012432816,3.947309412731712,,,10.44,5.48,30.8,51.3,17.9,BIS_Nederland
Rhine-Meuse,51.47093018597009,3.9489035454502863,,,9.86,5.9,13.9,42.5,43.7,BIS_Nederland
Rhine-Meuse,51.52189154278935,3.97005989390118,,,12.76,5.9,18.4,46.1,35.5,BIS_Nederland
Rhine-Meuse,51.51438383298236,3.966259647834532,,,6.959999999999999,7.7,15.8,41.7,42.3,BIS_Nederland
Rhine-Meuse,51.50691483840055,3.958281768666096,,,14.5,5.5,14.4,39.8,45.8,BIS_Nederland
Rhine-Meuse,51.48573214364981,3.994512467289664,,,133.98,4.6,26.0,60.0,14.5,BIS_Nederland
Rhine-Meuse,51.387255447772496,3.818133474104215,,,15.66,5.3,27.0,56.0,17.0,BIS_Nederland
Rhine-Meuse,51.44807023662186,3.749208615078924,,,11.02,7.3,22.0,41.0,38.0,BIS_Nederland
Rhine-Meuse,51.53132344889145,3.8623845694583334,,,22.62,7.3,17.4,24.0,54.0,BIS_Nederland
Rhine-Meuse,51.56099616084631,3.8628304735669343,,,12.18,7.3,30.8,45.9,23.3,BIS_Nederland
Rhine-Meuse,51.56776784522584,3.781099432702858,,,9.28,7.6,14.2,28.4,57.4,BIS_Nederland
Rhine-Meuse,51.525442583302606,3.894287883262981,,,20.880000000000003,7.1,5.5,3.6,68.2,BIS_Nederland
Rhine-Meuse,51.467288042920025,3.916345911648128,,,25.52,6.3,13.7,36.1,45.8,BIS_Nederland
Rhine-Meuse,51.53050533049074,3.914228200592816,,,11.6,7.5,25.0,47.0,28.5,BIS_Nederland
Rhine-Meuse,51.4903066568004,3.952827201948194,,,18.56,6.6,15.0,47.0,39.0,BIS_Nederland
Rhine-Meuse,51.48561193554888,3.9957400518293977,,,31.32,3.9,16.0,61.0,25.0,BIS_Nederland
Rhine-Meuse,51.50500304482709,3.978508974746319,,,16.240000000000002,4.2,10.0,26.0,64.5,BIS_Nederland
Rhine-Meuse,51.49474747020734,3.894719249278685,,,26.679999999999996,5.2,21.0,57.0,22.0,BIS_Nederland
Rhine-Meuse,51.52030927849599,3.9472694095671006,,,17.4,6.6,16.8,43.3,39.9,BIS_Nederland
Rhine-Meuse,51.50612189703432,4.012038858371707,,,12.76,4.1,16.1,44.6,39.3,BIS_Nederland
Rhine-Meuse,51.535131624427365,3.844310138292693,,,9.86,7.6,25.0,39.0,36.5,BIS_Nederland
Rhine-Meuse,51.49717737651262,3.8636013502634152,,,17.979999999999997,7.7,16.0,39.0,46.5,BIS_Nederland
Rhine-Meuse,51.532769987471966,3.795597863380896,,,10.44,7.4,20.0,38.0,42.0,BIS_Nederland
Rhine-Meuse,51.5078561628733,3.755699423081168,,,13.34,7.2,44.0,44.0,12.5,BIS_Nederland
Rhine-Meuse,51.478212060339615,3.863876362182432,,,23.2,6.95,26.1,52.3,21.6,BIS_Nederland
Rhine-Meuse,51.468580989582264,3.8424638679900553,,,44.08,7.5,23.2,44.7,32.0,BIS_Nederland
Rhine-Meuse,51.51732704520624,3.830433028590212,,,12.76,7.3,22.3,28.7,49.0,BIS_Nederland
Rhine-Meuse,51.47267283607103,3.747027759906014,,,6.38,7.9,4.6,2.7,92.7,BIS_Nederland
Rhine-Meuse,51.533329670952824,3.844010962664851,,,92.8,7.0,21.0,43.0,36.5,BIS_Nederland
Rhine-Meuse,51.4172867414624,3.730688719025233,,,12.18,7.2,26.0,40.0,34.0,BIS_Nederland
Rhine-Meuse,51.46276410501912,3.713994311115037,,,29.0,7.8,54.0,45.0,1.5,BIS_Nederland
Rhine-Meuse,51.426521450122536,3.725751189974208,,,11.6,7.2,14.0,27.0,58.0,BIS_Nederland
Rhine-Meuse,51.44217408942593,3.704464604817037,,,9.86,7.0,13.0,26.0,62.0,BIS_Nederland
Rhine-Meuse,51.46142110620811,3.720663998080614,,,9.86,7.5,18.0,27.5,54.6,BIS_Nederland
Rhine-Meuse,51.384577699976134,3.595021386856992,,,18.56,7.7,7.4,33.3,59.3,BIS_Nederland
Rhine-Meuse,51.46266024423127,3.6394447039184934,,,14.5,7.2,18.4,41.1,40.5,BIS_Nederland
Rhine-Meuse,51.4749309042558,4.458792925304086,,,22.62,6.0,3.6,15.4,81.0,BIS_Nederland
Rhine-Meuse,51.4464881162471,4.378525564779223,,,22.04,4.5,3.3,17.7,79.0,BIS_Nederland
Rhine-Meuse,51.41861284884822,4.367209456141893,,,6.38,3.4,2.6,0.9,96.5,BIS_Nederland
Rhine-Meuse,51.4532234755792,4.3172280795025975,,,5.220000000000001,3.3,2.1,1.0,96.9,BIS_Nederland
Rhine-Meuse,51.43645680004222,4.331860522275094,,,20.299999999999997,4.4,2.6,1.2,96.2,BIS_Nederland
Rhine-Meuse,51.41947180923525,4.3127006239145995,,,58.58,6.42,9.7,8.3,82.0,BIS_Nederland
Rhine-Meuse,51.46532827623962,4.416533772510551,,,35.379999999999995,4.6,4.2,36.7,59.1,BIS_Nederland
Rhine-Meuse,51.40278991846526,4.356784336306768,,,13.34,4.4,2.5,1.2,96.3,BIS_Nederland
Rhine-Meuse,51.380520599561066,4.339330921343722,,,38.279999999999994,5.8,5.4,6.0,88.6,BIS_Nederland
Rhine-Meuse,51.39035633525706,4.333501541212177,,,30.16,4.7,5.2,4.9,89.9,BIS_Nederland
Rhine-Meuse,51.53440282624524,4.399564340842199,,,21.46,4.7,5.0,30.5,64.0,BIS_Nederland
Rhine-Meuse,51.531848458727936,4.416554677661353,,,19.139999999999997,4.8,4.5,18.0,77.0,BIS_Nederland
Rhine-Meuse,51.55022736656522,4.384152985859501,,,17.979999999999997,4.7,6.0,28.9,65.1,BIS_Nederland
Rhine-Meuse,51.54640397022614,4.383804885635158,,,4.059999999999999,5.0,5.0,14.3,80.7,BIS_Nederland
Rhine-Meuse,51.560919134534394,4.431797365108398,,,21.46,5.6,23.7,49.0,27.3,BIS_Nederland
Rhine-Meuse,51.502472933738034,4.37642014677051,,,18.56,4.6,2.0,20.5,78.0,BIS_Nederland
Rhine-Meuse,51.50078273909619,4.37847409963106,,,27.26,6.6,6.7,22.7,70.6,BIS_Nederland
Rhine-Meuse,51.49767562498714,4.393520898890467,,,18.56,4.3,7.0,26.0,67.0,BIS_Nederland
Rhine-Meuse,51.49261375575876,4.400831550401064,,,29.58,5.7,6.0,23.5,71.0,BIS_Nederland
Rhine-Meuse,51.510910737846,4.385452470058684,,,24.94,5.4,5.7,27.3,67.0,BIS_Nederland
Rhine-Meuse,51.516266102832155,4.381012168864063,,,23.2,6.04,10.7,16.0,73.3,BIS_Nederland
Rhine-Meuse,51.51084639633372,4.431408905103223,,,23.78,5.7,4.5,15.6,79.9,BIS_Nederland
Rhine-Meuse,51.51070322229027,4.36154311207726,,,31.9,4.7,6.0,16.2,56.1,BIS_Nederland
Rhine-Meuse,51.51079132564904,4.371625340722615,,,31.32,5.3,5.2,19.7,75.1,BIS_Nederland
Rhine-Meuse,51.56394342068331,4.450050623225422,,,20.299999999999997,7.0,6.3,16.8,76.9,BIS_Nederland
Rhine-Meuse,51.4210806934519,4.2547200607643925,,,23.78,6.85,32.9,40.5,26.6,BIS_Nederland
Rhine-Meuse,51.43422998533163,4.257269741502293,,,14.5,7.27,8.4,11.0,80.6,BIS_Nederland
Rhine-Meuse,51.67033453911338,4.271259160014713,,,11.6,7.3,34.9,43.1,22.0,BIS_Nederland
Rhine-Meuse,51.66933148004221,4.2697659396855885,,,11.02,7.4,33.9,41.4,24.7,BIS_Nederland
Rhine-Meuse,51.659042652037286,3.9599874865326337,,,11.6,7.2,28.8,47.4,23.8,BIS_Nederland
Rhine-Meuse,51.66943412489041,3.935082147733872,,,2.9,7.1,40.3,44.7,15.0,BIS_Nederland
Rhine-Meuse,51.6584133679891,3.967378811791263,,,13.919999999999998,7.1,22.1,40.0,37.9,BIS_Nederland
Rhine-Meuse,51.69090018304207,3.9262930421882665,,,19.139999999999997,6.4,6.4,9.9,83.7,BIS_Nederland
Rhine-Meuse,51.68181390308105,3.9808166917965218,,,14.5,7.1,26.5,36.7,36.8,BIS_Nederland
Rhine-Meuse,51.68962759025711,3.9579378341785265,,,6.959999999999999,7.7,18.5,35.2,46.3,BIS_Nederland
Rhine-Meuse,51.681157374303616,3.989802985198229,,,13.919999999999998,7.1,19.3,31.8,48.9,BIS_Nederland
Rhine-Meuse,51.68736786351814,3.9459324694299904,,,17.979999999999997,7.3,10.2,14.8,75.0,BIS_Nederland
Rhine-Meuse,51.63701353668453,3.993187335429057,,,8.12,7.3,11.9,27.2,60.9,BIS_Nederland
Rhine-Meuse,51.676973539323235,3.9341172243695097,,,24.36,7.2,17.3,36.4,43.7,BIS_Nederland
Rhine-Meuse,51.80651687434077,4.242876470398355,,,18.56,6.3,28.0,50.0,21.0,BIS_Nederland
Rhine-Meuse,51.8073841070124,4.194566075464791,,,31.32,7.5,29.0,59.0,11.0,BIS_Nederland
Rhine-Meuse,51.80744730203883,4.264749303697833,,,13.919999999999998,6.55,27.2,53.6,19.2,BIS_Nederland
Rhine-Meuse,51.58319002225099,3.74260131931985,,,15.66,7.2,26.0,52.0,23.0,BIS_Nederland
Rhine-Meuse,51.57860138281816,3.8276100135433344,,,13.34,7.4,15.1,34.1,50.8,BIS_Nederland
Rhine-Meuse,51.58556795283269,3.851326064434109,,,17.4,7.4,20.8,41.3,37.9,BIS_Nederland
Rhine-Meuse,51.580113751791515,3.846749010948032,,,12.18,7.4,18.7,37.2,44.1,BIS_Nederland
Rhine-Meuse,51.58267348681877,3.849981030409925,,,8.7,7.4,25.3,36.9,37.8,BIS_Nederland
Rhine-Meuse,51.588065224504554,3.8193471581305527,,,11.02,7.4,22.0,31.3,46.7,BIS_Nederland
Rhine-Meuse,51.69076518421067,3.901274033952085,,,16.240000000000002,7.0,24.9,49.8,25.3,BIS_Nederland
Rhine-Meuse,51.63722721241245,4.0112395578307005,,,7.54,7.3,12.8,27.4,59.8,BIS_Nederland
Rhine-Meuse,51.63258687530452,3.9615431532020087,,,11.6,7.4,7.5,14.9,77.6,BIS_Nederland
Rhine-Meuse,51.67748690867534,3.9033729933727415,,,23.78,6.7,23.5,38.6,37.9,BIS_Nederland
Rhine-Meuse,51.68874694633177,3.9051732253233777,,,9.28,7.3,23.5,42.5,34.0,BIS_Nederland
Rhine-Meuse,51.68419095192304,3.9398149318040745,,,9.28,7.4,10.5,16.2,73.3,BIS_Nederland
Rhine-Meuse,51.7324339583332,3.8354773477127297,,,8.12,7.4,20.8,43.3,35.9,BIS_Nederland
Rhine-Meuse,51.73533207683472,3.830310193229071,,,8.12,7.3,11.8,30.8,57.4,BIS_Nederland
Rhine-Meuse,51.708743727401426,3.94069301904422,,,8.7,7.3,11.6,26.9,61.5,BIS_Nederland
Rhine-Meuse,51.71675519084836,3.930667615740348,,,9.86,7.4,11.3,23.8,64.9,BIS_Nederland
Rhine-Meuse,51.72784104215835,3.958538792870352,,,7.54,7.4,14.7,28.9,56.4,BIS_Nederland
Rhine-Meuse,51.69960601591547,4.002831922666086,,,9.28,7.3,15.3,31.6,53.1,BIS_Nederland
Rhine-Meuse,51.70974738094296,3.941890888281572,,,6.38,7.2,9.0,18.9,72.1,BIS_Nederland
Rhine-Meuse,51.69454793854242,3.955974170104586,,,4.639999999999999,7.6,17.3,33.6,49.1,BIS_Nederland
Rhine-Meuse,51.7277062492542,3.9585430546477527,,,7.54,7.4,15.3,27.9,56.8,BIS_Nederland
Rhine-Meuse,51.69897868004232,4.002995793728596,,,8.7,7.4,13.0,26.4,60.6,BIS_Nederland
Rhine-Meuse,51.5909407414034,3.582399480457883,,,1.159999999999999,7.7,1.3,0.7,98.0,BIS_Nederland
Rhine-Meuse,51.58015092641184,3.567821315259342,,,40.599999999999994,6.9,16.2,30.9,41.3,BIS_Nederland
Rhine-Meuse,51.587814922718955,3.583750607337845,,,1.159999999999999,5.8,1.1,0.9,98.0,BIS_Nederland
Rhine-Meuse,51.59471573988611,3.668856929738181,,,1.159999999999999,7.7,2.2,1.5,96.3,BIS_Nederland
Rhine-Meuse,51.577490427945705,3.584694826582851,,,8.7,7.3,17.8,25.8,56.4,BIS_Nederland
Rhine-Meuse,51.58143618781346,3.5928067595108857,,,22.62,7.2,18.1,34.5,47.4,BIS_Nederland
Rhine-Meuse,51.58522104005917,3.605140465145036,,,12.76,7.5,16.9,26.7,56.4,BIS_Nederland
Rhine-Meuse,51.70195274396161,3.8658937644718714,,,45.24,6.9,22.7,33.3,44.0,BIS_Nederland
Rhine-Meuse,51.6940766629416,3.847932038267057,,,25.52,7.1,15.0,29.5,55.5,BIS_Nederland
Rhine-Meuse,51.590111730134424,4.474042937791316,,,21.46,5.2,1.5,23.0,75.0,BIS_Nederland
Rhine-Meuse,51.59949786514444,4.467358693021297,,,27.839999999999996,5.6,6.0,17.5,77.0,BIS_Nederland
Rhine-Meuse,51.64545065257967,4.469748950903428,,,13.919999999999998,7.0,26.0,34.0,40.0,BIS_Nederland
Rhine-Meuse,51.76013740923669,4.51522094580446,,,74.82,4.3,41.8,52.8,5.5,BIS_Nederland
Rhine-Meuse,51.79362911059904,4.52240142909028,,,52.2,4.5,30.9,60.2,8.8,BIS_Nederland
Rhine-Meuse,51.76022728506385,4.515219210074531,,,71.34,4.4,44.0,51.4,4.5,BIS_Nederland
Rhine-Meuse,51.78226290108116,4.493054829004137,,,42.34,3.7,41.0,52.8,6.0,BIS_Nederland
Rhine-Meuse,51.78692273391892,4.445277411470519,,,10.44,7.2,21.2,45.9,32.9,BIS_Nederland
Rhine-Meuse,51.795843698215826,4.453644251422573,,,20.299999999999997,7.3,33.7,50.8,15.5,BIS_Nederland
Rhine-Meuse,51.72390055475719,4.489867523355687,,,23.78,7.5,18.8,37.1,43.9,BIS_Nederland
Rhine-Meuse,51.71148210447975,4.5118185303735245,,,27.839999999999996,7.3,27.5,65.7,6.3,BIS_Nederland
Rhine-Meuse,51.68180848074517,4.446743109912459,,,12.18,7.5,21.0,37.0,42.3,BIS_Nederland
Rhine-Meuse,51.59132045028901,4.324507967209602,,,15.08,7.5,21.0,50.0,29.0,BIS_Nederland
Rhine-Meuse,51.677435942373265,4.319450041901088,,,8.7,7.5,19.1,43.0,37.9,BIS_Nederland
Rhine-Meuse,51.677153134121504,4.3180108091599445,,,11.02,7.5,18.2,36.6,45.2,BIS_Nederland
Rhine-Meuse,51.602251567595296,4.468890686160072,,,43.5,5.7,18.0,37.0,46.0,BIS_Nederland
Rhine-Meuse,51.67099461648746,4.293579194672853,,,8.7,7.5,14.7,32.7,52.6,BIS_Nederland
Rhine-Meuse,51.67161426401849,4.292552210159983,,,5.220000000000001,7.7,14.4,34.3,51.3,BIS_Nederland
Rhine-Meuse,51.68393376908376,4.28343280548733,,,8.12,7.5,13.2,28.5,58.3,BIS_Nederland
Rhine-Meuse,51.66196007816836,4.288738434078348,,,42.34,7.3,30.3,33.2,36.4,BIS_Nederland
Rhine-Meuse,51.79676010517069,4.406219528541304,,,18.56,7.3,17.0,33.0,51.5,BIS_Nederland
Rhine-Meuse,51.78137924524488,4.394380420267147,,,11.02,6.9,17.0,33.0,50.5,BIS_Nederland
Rhine-Meuse,51.782800710466425,4.330725691375361,,,41.760000000000005,6.9,34.0,51.7,13.7,BIS_Nederland
Rhine-Meuse,51.72351344952859,4.440664948929807,,,41.760000000000005,7.2,38.3,56.8,4.4,BIS_Nederland
Rhine-Meuse,51.75708959424347,4.469219656894985,,,15.66,7.5,23.0,57.0,20.5,BIS_Nederland
Rhine-Meuse,51.756637951350626,4.468939154267645,,,11.6,7.7,20.0,55.0,24.5,BIS_Nederland
Rhine-Meuse,51.74188600689655,4.5904314862651505,,,23.78,7.2,26.0,54.0,21.5,BIS_Nederland
Rhine-Meuse,51.80988667659001,4.484966369111059,,,27.839999999999996,6.8,38.0,49.0,12.5,BIS_Nederland
Rhine-Meuse,51.80500129540601,4.216814530672678,,,14.5,7.1,14.4,33.0,52.6,BIS_Nederland
Rhine-Meuse,51.6984895854261,4.301955634024263,,,13.919999999999998,7.4,13.6,30.0,56.4,BIS_Nederland
Rhine-Meuse,51.592189506960665,4.287253087240841,,,12.18,7.5,24.0,30.0,47.0,BIS_Nederland
Rhine-Meuse,51.61909724325675,4.172157599242706,,,13.34,7.5,26.0,47.0,25.5,BIS_Nederland
Rhine-Meuse,51.60752342626248,4.269051572326719,,,13.919999999999998,7.4,26.0,43.0,31.5,BIS_Nederland
Rhine-Meuse,51.66647839124931,4.248875507653377,,,7.54,7.5,24.4,28.8,46.8,BIS_Nederland
Rhine-Meuse,51.66482244398248,4.258891264649666,,,8.12,7.6,32.3,36.3,31.4,BIS_Nederland
Rhine-Meuse,51.66556511534112,4.289735119638384,,,6.959999999999999,7.5,24.2,41.4,34.4,BIS_Nederland
Rhine-Meuse,51.66295999699138,4.299555099486289,,,8.7,7.5,20.8,38.6,40.6,BIS_Nederland
Rhine-Meuse,51.66464944889139,4.28795042666849,,,8.12,7.5,20.3,34.5,45.2,BIS_Nederland
Rhine-Meuse,51.891658054296265,4.0724727525302935,,,12.76,7.2,4.3,8.2,54.7,BIS_Nederland
Rhine-Meuse,51.85663590425221,4.257280936395148,,,67.85999999999999,4.0,33.0,52.0,15.0,BIS_Nederland
Rhine-Meuse,51.841429516262146,4.284074024677604,,,74.82,5.2,25.0,54.0,21.4,BIS_Nederland
Rhine-Meuse,51.89800409561502,4.186641788706949,,,31.9,7.2,48.0,49.0,6.0,BIS_Nederland
Rhine-Meuse,51.86112536084057,4.220001441996447,,,71.34,4.9,36.0,51.0,13.0,BIS_Nederland
Rhine-Meuse,51.82564040972381,4.297081427357499,,,54.52,4.3,30.6,51.4,18.0,BIS_Nederland
Rhine-Meuse,51.84686268443975,4.2321272355612924,,,74.82,5.0,38.8,52.3,8.9,BIS_Nederland
Rhine-Meuse,51.83397287489577,4.228540162102848,,,17.979999999999997,7.1,22.3,50.0,27.7,BIS_Nederland
Rhine-Meuse,51.99777079311338,4.315761794924285,,,51.62,6.4,25.0,48.0,26.9,BIS_Nederland
Rhine-Meuse,51.99732542524471,4.316209303766926,,,84.68,5.5,32.0,47.0,20.5,BIS_Nederland
Rhine-Meuse,51.89887244214534,4.0907159752330795,,,8.7,7.1,3.0,1.0,95.5,BIS_Nederland
Rhine-Meuse,51.88952209836086,4.115246888358633,,,13.34,7.5,16.0,29.0,55.0,BIS_Nederland
Rhine-Meuse,51.85088102765472,4.124757448761054,,,11.02,7.5,17.0,32.0,52.0,BIS_Nederland
Rhine-Meuse,51.87603122350474,4.139737047060729,,,12.76,7.2,33.0,43.0,26.5,BIS_Nederland
Rhine-Meuse,51.88097948474292,4.098494180922029,,,30.16,7.0,8.9,19.0,72.1,BIS_Nederland
Rhine-Meuse,51.91691084226175,4.096155634554311,,,17.979999999999997,3.6,2.3,4.6,93.1,BIS_Nederland
Rhine-Meuse,51.812867965918294,4.060630885573904,,,84.1,7.3,47.1,46.8,6.1,BIS_Nederland
Rhine-Meuse,51.88901203761741,4.126302256665114,,,13.34,7.3,16.2,32.4,51.5,BIS_Nederland
Rhine-Meuse,51.89312141077773,4.1155809546276405,,,30.74,6.9,17.6,29.0,53.3,BIS_Nederland
Rhine-Meuse,51.910922457990495,4.107519352152206,,,6.38,7.3,17.9,32.2,49.9,BIS_Nederland
Rhine-Meuse,51.81180232799358,3.9695113300230025,,,15.08,7.5,34.0,55.0,12.5,BIS_Nederland
Rhine-Meuse,51.80800377468009,3.9602045904963177,,,13.919999999999998,6.1,11.0,42.0,47.0,BIS_Nederland
Rhine-Meuse,51.82286948258539,3.955526923055405,,,13.919999999999998,3.6,3.5,2.4,53.7,BIS_Nederland
Rhine-Meuse,51.91944963035499,4.085906465014633,,,49.879999999999995,7.5,51.9,46.8,1.3,BIS_Nederland
Rhine-Meuse,51.96178499953206,4.227279229228957,,,15.66,7.1,21.0,52.0,27.0,BIS_Nederland
Rhine-Meuse,51.97964263610062,4.280094664833211,,,91.05999999999996,5.4,25.3,46.4,28.3,BIS_Nederland
Rhine-Meuse,51.98387215140324,4.2066179839652,,,11.02,5.0,6.5,11.0,53.6,BIS_Nederland
Rhine-Meuse,51.80778565676386,3.979353814557157,,,8.12,7.6,13.0,26.0,62.5,BIS_Nederland
Rhine-Meuse,51.89998239096256,4.657231142566753,,,43.5,5.4,13.7,14.6,71.8,BIS_Nederland
Rhine-Meuse,51.85269488875325,4.670625680029627,,,22.04,5.8,37.9,53.6,8.4,BIS_Nederland
Rhine-Meuse,51.8387762147861,4.703059923489498,,,19.139999999999997,5.9,41.6,53.4,5.0,BIS_Nederland
Rhine-Meuse,51.83769344619383,4.702350869845956,,,72.49999999999999,5.9,42.4,49.2,8.4,BIS_Nederland
Rhine-Meuse,51.86523456835221,4.678121061286878,,,51.62,5.4,40.0,52.1,8.0,BIS_Nederland
Rhine-Meuse,51.90091184030653,4.606068990905389,,,95.12,4.6,40.3,48.4,11.3,BIS_Nederland
Rhine-Meuse,51.83333082638928,4.649896229241737,,,14.5,7.7,11.6,19.9,68.5,BIS_Nederland
Rhine-Meuse,51.82580300430564,4.598087197062606,,,28.42,4.9,38.5,57.9,3.6,BIS_Nederland
Rhine-Meuse,51.915717727959134,4.7509450646727815,,,62.64,5.7,21.5,40.3,38.2,BIS_Nederland
Rhine-Meuse,51.86888824610381,4.734691395674527,,,83.52000000000001,4.7,46.8,48.4,4.8,BIS_Nederland
Rhine-Meuse,52.00888895015185,4.871606524681646,,,140.36,5.1,49.6,41.8,8.6,BIS_Nederland
Rhine-Meuse,51.85717002006209,4.611037706925313,,,69.6,6.7,36.5,60.1,3.4,BIS_Nederland
Rhine-Meuse,52.01088929286772,4.627021920573869,,,129.92000000000002,3.8,46.8,48.8,4.4,BIS_Nederland
Rhine-Meuse,51.93451187264049,4.804553670513951,,,88.74000000000001,4.5,50.1,29.2,20.7,BIS_Nederland
Rhine-Meuse,51.93953785474571,4.803034213410704,,,191.4,4.6,54.8,31.0,14.2,BIS_Nederland
Rhine-Meuse,51.94600331559549,4.801786537950811,,,125.86,5.0,64.9,25.2,9.9,BIS_Nederland
Rhine-Meuse,52.01407868537486,4.827118008748994,,,45.24,4.5,35.0,53.0,12.0,BIS_Nederland
Rhine-Meuse,52.00579975876793,4.788626353487319,,,52.2,6.9,31.7,55.7,12.6,BIS_Nederland
Rhine-Meuse,51.95371973325246,4.755716425100738,,,141.51999999999995,5.2,66.3,20.0,13.0,BIS_Nederland
Rhine-Meuse,51.962954481024774,4.785560172066133,,,166.45999999999998,4.4,66.6,19.9,13.5,BIS_Nederland
Rhine-Meuse,51.97608689415242,4.6672004957221835,,,116.0,4.1,37.0,47.0,16.8,BIS_Nederland
Rhine-Meuse,51.94186256444738,4.641861518982381,,,144.99999999999997,4.6,36.0,49.0,15.2,BIS_Nederland
Rhine-Meuse,51.993364705186906,4.655857281347282,,,201.83999999999995,4.4,36.0,40.1,23.9,BIS_Nederland
Rhine-Meuse,52.01638092382684,4.614546091021646,,,26.1,7.1,49.6,48.2,2.3,BIS_Nederland
Rhine-Meuse,52.01079847729537,4.626877800347454,,,103.24,3.8,44.5,51.2,4.3,BIS_Nederland
Rhine-Meuse,51.99069549570854,4.660268644969886,,,143.84,5.0,29.5,39.0,31.5,BIS_Nederland
Rhine-Meuse,52.01248724879596,4.623935835664399,,,98.01999999999998,5.1,44.9,50.2,4.9,BIS_Nederland
Rhine-Meuse,51.94162251727091,4.63241217596962,,,55.099999999999994,3.7,43.6,48.1,8.3,BIS_Nederland
Rhine-Meuse,51.99053559286745,4.7087539551284046,,,255.78,4.9,50.1,31.3,18.6,BIS_Nederland
Rhine-Meuse,51.84371949110991,4.466293592732587,,,37.7,7.2,28.0,47.0,24.0,BIS_Nederland
Rhine-Meuse,51.82381023087648,4.582601089378909,,,69.02,5.8,36.0,57.0,8.0,BIS_Nederland
Rhine-Meuse,51.86043282341157,4.5125531272520965,,,14.5,7.1,21.0,39.0,39.5,BIS_Nederland
Rhine-Meuse,52.03257697390269,4.455418152078568,,,180.38,3.6,44.0,48.0,8.0,BIS_Nederland
Rhine-Meuse,51.98828252412554,4.4809431892997855,,,46.98,5.0,44.1,43.3,12.6,BIS_Nederland
Rhine-Meuse,52.01272165835435,4.468067193010355,,,46.4,5.4,52.0,41.6,6.4,BIS_Nederland
Rhine-Meuse,51.83663285002748,4.299862583508364,,,69.02,5.9,19.0,52.0,29.5,BIS_Nederland
Rhine-Meuse,51.856244724570544,4.382350738620179,,,25.52,5.3,28.1,50.6,21.2,BIS_Nederland
Rhine-Meuse,51.83486583950749,4.373614069835176,,,20.299999999999997,7.05,26.5,30.3,43.2,BIS_Nederland
Rhine-Meuse,51.82180129259836,4.3096489997226275,,,186.18,5.75,42.7,49.1,8.2,BIS_Nederland
Rhine-Meuse,51.8306904955646,4.308565912339628,,,209.96,5.08,29.5,49.1,21.4,BIS_Nederland
Rhine-Meuse,52.031291426938886,4.375876013061179,,,124.7,5.7,35.9,51.2,12.9,BIS_Nederland
Rhine-Meuse,52.03148367247977,4.377328991762775,,,47.559999999999995,7.1,15.8,32.6,51.6,BIS_Nederland
Rhine-Meuse,52.02991037633158,4.3616988152135345,,,64.38,4.1,13.7,26.0,60.3,BIS_Nederland
Rhine-Meuse,51.99462536581902,4.51139308737016,,,64.96000000000001,6.4,36.0,43.0,21.5,BIS_Nederland
Rhine-Meuse,52.00144291771112,4.4975705149865215,,,47.559999999999995,6.3,27.0,45.0,28.0,BIS_Nederland
Rhine-Meuse,51.96338915527271,4.447251219446846,,,89.32000000000001,5.0,29.0,37.0,34.0,BIS_Nederland
Rhine-Meuse,51.965259009129625,4.445029326787096,,,98.01999999999998,5.4,28.0,41.0,32.0,BIS_Nederland
Rhine-Meuse,51.95558310662618,4.332335889292061,,,88.16,5.0,35.0,32.0,33.0,BIS_Nederland
Rhine-Meuse,51.95557266298443,4.331172244523138,,,63.8,6.6,38.0,39.0,22.5,BIS_Nederland
Rhine-Meuse,51.95347697817025,4.338059072869818,,,61.48,6.7,23.0,33.0,44.0,BIS_Nederland
Rhine-Meuse,51.97711910534491,4.328190656088909,,,96.86,4.5,32.0,54.0,14.4,BIS_Nederland
Rhine-Meuse,51.97765570078656,4.327886873657107,,,74.82,5.1,33.0,51.0,16.5,BIS_Nederland
Rhine-Meuse,51.97186993763837,4.344323838744369,,,155.44,6.0,26.0,44.0,30.0,BIS_Nederland
Rhine-Meuse,51.97282137731768,4.350268942739673,,,117.16,5.2,35.8,53.8,10.5,BIS_Nederland
Rhine-Meuse,51.95270504029739,4.394085486012862,,,40.599999999999994,4.4,29.4,41.9,28.9,BIS_Nederland
Rhine-Meuse,51.956519403313656,4.377560928941822,,,138.04,4.3,35.8,53.8,10.5,BIS_Nederland
Rhine-Meuse,51.96683680768953,4.385769086968724,,,120.06,4.2,25.5,29.5,45.0,BIS_Nederland
Rhine-Meuse,52.01206479255462,4.878488917345745,,,149.06,5.2,61.2,27.2,11.6,BIS_Nederland
Rhine-Meuse,51.88154267571618,4.73930082004839,,,196.62,4.0,64.7,30.5,4.8,BIS_Nederland
Rhine-Meuse,52.00727185311814,4.8927437651845285,,,161.23999999999998,5.0,54.1,35.9,10.0,BIS_Nederland
