delta,lat,lon,depth_top_cm,depth_bot_cm,soc,ph,clay,silt,sand,source
Mississippi,30.4611111,-91.038887,89.0,122.0,0.5,8.0,24.0,74.0,2.0,WoSIS
Mississippi,32.7438889,-92.4252776999999,0.0,3.0,34.2,4.9,21.2,34.0,44.8,WoSIS
Mississippi,32.7438889,-92.4252776999999,3.0,10.0,18.3,5.1,16.7,35.1,48.2,WoSIS
Mississippi,32.7438889,-92.4252776999999,10.0,20.0,5.0,4.8,11.7,36.0,52.3,WoSIS
Mississippi,32.7438889,-92.4252776999999,20.0,41.0,3.5,4.3,19.8,31.8,48.4,WoSIS
Mississippi,32.7438889,-92.4252776999999,41.0,64.0,2.4,4.2,26.4,34.1,39.5,WoSIS
Mississippi,32.7438889,-92.4252776999999,64.0,102.0,2.2,4.2,32.5,26.5,41.0,WoSIS
Mississippi,31.5424194,-90.4250945999999,4.0,6.0,43.1,4.6,7.3,84.0,8.7,WoSIS
Mississippi,31.5424194,-90.4250945999999,6.0,16.0,5.0,4.9,9.3,83.7,7.0,WoSIS
Mississippi,31.5424194,-90.4250945999999,16.0,24.0,4.1,4.9,18.6,76.9,4.5,WoSIS
Mississippi,31.5424194,-90.4250945999999,24.0,34.0,3.8,5.1,32.4,64.5,3.1,WoSIS
Mississippi,31.5424194,-90.4250945999999,34.0,44.0,2.5,5.3,28.8,67.0,4.2,WoSIS
Mississippi,31.5424194,-90.4250945999999,44.0,59.0,1.3,5.4,25.6,69.5,4.9,WoSIS
Mississippi,31.5424194,-90.4250945999999,52.0,59.0,1.1,5.4,29.7,64.5,5.8,WoSIS
Mississippi,31.5424194,-90.4250945999999,59.0,87.0,1.0,5.5,24.3,64.8,10.9,WoSIS
Mississippi,31.5424194,-90.4250945999999,87.0,123.0,0.5,5.3,23.0,55.9,21.1,WoSIS
Mississippi,31.395834,-93.1149979,0.0,18.0,6.0,5.3,4.1,31.0,64.9,WoSIS
Mississippi,31.395834,-93.1149979,18.0,35.0,1.7,5.4,4.8,35.9,59.3,WoSIS
Mississippi,31.395834,-93.1149979,35.0,48.0,1.7,5.3,16.2,36.8,47.0,WoSIS
Mississippi,31.395834,-93.1149979,48.0,74.0,1.3,5.0,19.4,37.8,42.8,WoSIS
Mississippi,31.395834,-93.1149979,74.0,94.0,0.8,4.9,17.8,35.3,46.9,WoSIS
Mississippi,31.395834,-93.1149979,94.0,119.0,0.5,4.9,17.4,34.1,48.5,WoSIS
Mississippi,30.7102165222167,-93.308235168457,35.0,85.0,1.8,5.0,34.9,23.7,41.4,WoSIS
Mississippi,31.1743717193603,-93.1262893676757,20.0,71.0,2.9,4.7,19.4,45.9,34.7,WoSIS
Mississippi,31.1743717193603,-93.1262893676757,33.0,84.0,1.7,5.0,21.0,21.9,57.1,WoSIS
Mississippi,30.9107666015625,-93.1210098266601,20.0,71.0,1.7,5.0,26.8,21.8,51.4,WoSIS
Mississippi,30.2666666999999,-91.0875,0.0,14.0,19.4,6.7,13.8,65.8,20.4,WoSIS
Mississippi,30.2666666999999,-91.0875,14.0,28.0,10.1,7.1,14.4,66.3,19.3,WoSIS
Mississippi,30.2666666999999,-91.0875,28.0,51.0,5.3,7.65,23.5,64.9,11.6,WoSIS
Mississippi,30.2666666999999,-91.0875,51.0,78.0,3.0,7.55,15.9,66.5,17.6,WoSIS
Mississippi,30.2666666999999,-91.0875,78.0,116.0,3.3,7.7,20.1,69.7,10.2,WoSIS
Mississippi,30.8463898,-93.3663863999999,0.0,20.0,12.3,4.5,4.9,58.4,36.7,WoSIS
Mississippi,30.8463898,-93.3663863999999,20.0,42.0,2.0,4.8,11.7,58.7,29.6,WoSIS
Mississippi,30.8463898,-93.3663863999999,42.0,72.0,1.3,5.0,14.9,58.0,27.1,WoSIS
Mississippi,30.8463898,-93.3663863999999,72.0,109.0,1.1,4.9,16.0,56.0,28.0,WoSIS
Mississippi,32.4658317999999,-93.4836121,0.0,5.0,10.7,4.9,2.3,37.9,59.8,WoSIS
Mississippi,32.4658317999999,-93.4836121,5.0,14.0,2.9,5.6,3.0,38.1,58.9,WoSIS
Mississippi,32.4658317999999,-93.4836121,14.0,35.0,1.8,5.5,9.0,41.9,49.1,WoSIS
Mississippi,32.4658317999999,-93.4836121,35.0,58.0,1.6,5.3,16.0,38.2,45.8,WoSIS
Mississippi,32.4658317999999,-93.4836121,58.0,82.0,1.0,5.3,15.1,36.3,48.6,WoSIS
Mississippi,32.4658317999999,-93.4836121,82.0,118.0,0.7,5.4,13.6,32.2,54.2,WoSIS
Mississippi,32.2869452999999,-93.4877776999999,0.0,12.0,26.6,6.2,70.3,27.9,1.8,WoSIS
Mississippi,32.2869452999999,-93.4877776999999,12.0,37.0,8.0,7.2,74.3,24.9,0.8,WoSIS
Mississippi,32.2869452999999,-93.4877776999999,37.0,66.0,5.6,8.2,73.1,25.8,1.1,WoSIS
Mississippi,32.2869452999999,-93.4877776999999,66.0,74.0,4.8,8.2,70.9,28.5,0.6,WoSIS
Mississippi,32.2869452999999,-93.4877776999999,74.0,90.0,4.7,8.1,73.6,26.0,0.4,WoSIS
Mississippi,32.2869452999999,-93.4877776999999,90.0,110.0,4.6,7.95,67.9,31.6,0.5,WoSIS
Mississippi,32.3915634,-91.7506943,15.0,46.0,2.5,4.7,28.2,66.0,5.8,WoSIS
Mississippi,32.3915634,-91.7506943,71.0,86.0,1.2,4.7,28.8,63.2,8.0,WoSIS
Mississippi,32.3915634,-91.7506943,86.0,152.0,0.9,5.9,23.0,59.6,17.4,WoSIS
Mississippi,30.5480556,-93.2116699,0.0,10.0,14.0,4.8,5.1,70.1,24.8,WoSIS
Mississippi,30.5480556,-93.2116699,10.0,25.0,2.5,4.8,13.6,65.1,21.3,WoSIS
Mississippi,30.5480556,-93.2116699,25.0,41.0,1.7,4.9,15.9,64.7,19.4,WoSIS
Mississippi,30.5480556,-93.2116699,41.0,69.0,1.1,5.2,16.1,65.3,18.6,WoSIS
Mississippi,30.5480556,-93.2116699,69.0,127.0,0.9,5.3,23.7,60.7,15.6,WoSIS
Mississippi,30.5816668999999,-93.2077788999999,0.0,6.0,21.0,5.6,7.0,71.7,21.3,WoSIS
Mississippi,30.5816668999999,-93.2077788999999,6.0,15.0,5.3,5.4,9.1,71.0,19.9,WoSIS
Mississippi,30.5816668999999,-93.2077788999999,15.0,25.0,2.6,5.3,16.1,65.5,18.4,WoSIS
Mississippi,30.5816668999999,-93.2077788999999,25.0,48.0,1.6,5.3,19.9,63.3,16.8,WoSIS
Mississippi,30.5816668999999,-93.2077788999999,48.0,74.0,1.0,5.5,21.5,63.1,15.4,WoSIS
Mississippi,30.5816668999999,-93.2077788999999,74.0,104.0,0.8,5.4,22.4,61.8,15.8,WoSIS
Mississippi,30.9174384999999,-88.0344695999999,0.0,25.0,11.6,6.0,8.6,41.5,49.9,WoSIS
Mississippi,30.9174384999999,-88.0344695999999,25.0,66.0,3.0,6.5,27.8,36.9,35.3,WoSIS
Mississippi,30.9174384999999,-88.0344695999999,66.0,91.0,1.3,4.7,34.7,35.3,30.0,WoSIS
Mississippi,30.9174384999999,-88.0344695999999,91.0,127.0,0.7,4.9,36.8,33.0,30.2,WoSIS
Mississippi,32.1371268999999,-88.6117095999999,0.0,15.0,5.5,5.1,3.4,39.5,57.1,WoSIS
Mississippi,32.1371268999999,-88.6117095999999,15.0,28.0,1.2,5.0,5.6,50.6,43.8,WoSIS
Mississippi,32.1371268999999,-88.6117095999999,28.0,56.0,1.0,4.8,19.3,42.9,37.8,WoSIS
Mississippi,32.1371268999999,-88.6117095999999,56.0,71.0,0.5,4.6,17.6,39.1,43.3,WoSIS
Mississippi,32.1371268999999,-88.6117095999999,71.0,89.0,0.4,4.5,22.5,32.3,45.2,WoSIS
Mississippi,32.1371268999999,-88.6117095999999,89.0,112.0,0.3,4.5,24.6,28.2,47.2,WoSIS
Mississippi,30.6332779,-89.1778336,0.0,13.0,7.5,4.7,3.3,29.6,67.1,WoSIS
Mississippi,30.6332779,-89.1778336,13.0,30.0,4.6,4.8,11.8,28.0,60.2,WoSIS
Mississippi,30.6332779,-89.1778336,30.0,66.0,2.7,4.9,23.9,28.3,47.8,WoSIS
Mississippi,30.6332779,-89.1778336,66.0,97.0,1.2,4.9,27.7,36.6,35.7,WoSIS
Mississippi,30.6332779,-89.1778336,97.0,122.0,1.0,4.8,35.1,46.1,18.8,WoSIS
Mississippi,30.7102165222167,-93.3090667724609,39.0,89.0,1.8,5.0,23.5,38.6,37.9,WoSIS
Mississippi,32.8050003,-93.2683334,0.0,16.0,28.8,6.1,24.4,36.3,39.3,WoSIS
Mississippi,32.8050003,-93.2683334,16.0,36.0,6.2,6.2,45.1,28.3,26.6,WoSIS
Mississippi,32.8050003,-93.2683334,36.0,57.0,4.6,6.1,66.9,16.7,16.4,WoSIS
Mississippi,32.8050003,-93.2683334,57.0,69.0,3.3,6.1,76.3,14.6,9.1,WoSIS
Mississippi,32.8050003,-93.2683334,69.0,106.0,2.0,5.6,62.9,16.0,21.1,WoSIS
Mississippi,30.2757854461669,-92.8037719726562,45.0,79.0,6.4,5.0,42.2,41.1,16.7,WoSIS
Mississippi,31.1749991999999,-92.3922194999999,0.0,14.0,21.4,6.95,54.9,44.1,1.0,WoSIS
Mississippi,31.1749991999999,-92.3922194999999,14.0,25.0,5.7,7.6,46.8,52.0,1.2,WoSIS
Mississippi,31.1749991999999,-92.3922194999999,25.0,55.0,4.5,7.7,49.2,49.8,1.0,WoSIS
Mississippi,31.1749991999999,-92.3922194999999,55.0,74.0,4.3,7.9,54.5,44.2,1.3,WoSIS
Mississippi,31.1749991999999,-92.3922194999999,74.0,100.0,4.0,8.05,54.8,43.9,1.3,WoSIS
Mississippi,30.2769450999999,-91.0897216999999,0.0,13.0,35.9,6.4,48.3,41.5,10.2,WoSIS
Mississippi,30.2769450999999,-91.0897216999999,13.0,30.0,13.0,6.6,54.3,43.3,2.4,WoSIS
Mississippi,30.2769450999999,-91.0897216999999,30.0,50.0,8.8,7.3,68.8,29.2,2.0,WoSIS
Mississippi,30.2769450999999,-91.0897216999999,50.0,85.0,6.6,7.5,63.6,33.8,2.6,WoSIS
Mississippi,30.2769450999999,-91.0897216999999,85.0,132.0,6.8,7.8,66.4,29.6,4.0,WoSIS
Mississippi,30.6640586999999,-91.2357254,0.0,15.0,20.1,7.7,10.7,82.8,6.5,WoSIS
Mississippi,30.6640586999999,-91.2357254,15.0,31.0,8.0,7.4,12.1,83.5,4.4,WoSIS
Mississippi,30.6640586999999,-91.2357254,31.0,57.0,2.8,7.6,28.7,70.1,1.2,WoSIS
Mississippi,30.6640586999999,-91.2357254,57.0,87.0,1.4,7.6,27.6,71.2,1.2,WoSIS
Mississippi,30.6640586999999,-91.2357254,87.0,109.0,0.9,7.7,23.0,75.6,1.4,WoSIS
Mississippi,30.1708056,-90.9853056,0.0,16.0,12.1,5.6,14.1,72.1,13.8,WoSIS
Mississippi,30.1708056,-90.9853056,16.0,34.0,6.5,6.2,17.7,70.7,11.6,WoSIS
Mississippi,30.1708056,-90.9853056,34.0,68.0,4.7,7.3,21.5,62.7,15.8,WoSIS
Mississippi,30.1708056,-90.9853056,68.0,91.0,3.6,7.8,19.9,65.6,14.5,WoSIS
Mississippi,30.1708056,-90.9853056,91.0,107.0,2.8,7.8,16.9,72.7,10.4,WoSIS
Mississippi,32.2055549999999,-90.5180588,0.0,13.0,21.8,6.3,16.9,80.7,2.4,WoSIS
Mississippi,32.2055549999999,-90.5180588,13.0,36.0,4.9,7.1,22.7,75.9,1.4,WoSIS
Mississippi,32.2055549999999,-90.5180588,36.0,69.0,1.6,4.6,20.5,77.8,1.7,WoSIS
Mississippi,32.2055549999999,-90.5180588,84.0,99.0,1.2,4.5,18.4,79.6,2.0,WoSIS
Mississippi,32.2055549999999,-90.5180588,0.0,13.0,21.8,6.3,17.0,81.0,2.0,WoSIS
Mississippi,32.2055549999999,-90.5180588,13.0,36.0,4.9,7.1,23.0,75.0,2.0,WoSIS
Mississippi,32.2055549999999,-90.5180588,36.0,69.0,1.6,4.6,21.0,77.0,2.0,WoSIS
Mississippi,32.2055549999999,-90.5180588,69.0,127.0,1.2,4.5,18.0,80.0,2.0,WoSIS
Mississippi,31.8230553,-91.4891662999999,0.0,13.0,7.9,5.6,16.3,50.6,33.1,WoSIS
Mississippi,31.8230553,-91.4891662999999,13.0,23.0,5.3,5.5,29.0,45.0,26.0,WoSIS
Mississippi,31.8230553,-91.4891662999999,23.0,38.0,3.3,5.5,25.2,36.9,37.9,WoSIS
Mississippi,31.8230553,-91.4891662999999,38.0,53.0,2.4,5.6,20.4,28.9,50.7,WoSIS
Mississippi,31.8230553,-91.4891662999999,53.0,69.0,2.4,5.6,19.6,32.9,47.5,WoSIS
Mississippi,31.8230553,-91.4891662999999,69.0,86.0,2.1,5.4,24.0,54.5,21.5,WoSIS
Mississippi,31.8230553,-91.4891662999999,86.0,91.0,2.5,5.4,34.2,55.7,10.1,WoSIS
Mississippi,31.8230553,-91.4891662999999,91.0,102.0,1.7,5.5,19.4,54.5,26.1,WoSIS
Mississippi,32.3491669,-91.7827759,20.0,81.0,1.7,4.7,29.5,52.8,17.7,WoSIS
Mississippi,32.3491669,-91.7827759,81.0,122.0,0.9,5.0,19.1,38.5,42.4,WoSIS
Mississippi,29.9316673,-91.9352798,99.0,117.0,32.1,5.35,26.6,72.8,0.6,WoSIS
Mississippi,29.9186115,-91.9094467,74.0,94.0,34.8,6.4,18.1,81.1,0.8,WoSIS
Mississippi,29.9186115,-91.9094467,94.0,109.0,8.6,7.2,19.3,79.5,1.2,WoSIS
Mississippi,29.8199997,-91.5088882,0.0,18.0,9.1,5.8,17.8,69.2,13.0,WoSIS
Mississippi,29.8199997,-91.5088882,18.0,25.0,11.2,5.9,22.5,67.7,9.8,WoSIS
Mississippi,29.8199997,-91.5088882,25.0,30.0,11.6,6.2,36.0,59.3,4.7,WoSIS
Mississippi,29.8199997,-91.5088882,30.0,46.0,8.9,6.4,37.0,59.2,3.8,WoSIS
Mississippi,29.8199997,-91.5088882,46.0,81.0,3.0,6.8,35.7,59.5,4.8,WoSIS
Mississippi,29.8199997,-91.5088882,81.0,112.0,3.1,6.8,37.7,59.4,2.9,WoSIS
Mississippi,32.4588889999999,-92.6533356,0.0,10.0,17.8,5.6,5.4,29.6,65.0,WoSIS
Mississippi,32.4588889999999,-92.6533356,10.0,25.0,4.3,5.8,5.4,30.9,63.7,WoSIS
Mississippi,32.4588889999999,-92.6533356,25.0,33.0,2.8,5.1,15.8,29.1,55.1,WoSIS
Mississippi,32.4588889999999,-92.6533356,33.0,53.0,3.0,4.7,30.3,23.0,46.7,WoSIS
Mississippi,32.3390655999999,-90.6473236,5.0,20.0,7.2,6.2,13.0,85.1,1.9,WoSIS
Mississippi,32.3390655999999,-90.6473236,20.0,53.0,2.2,5.1,28.7,70.4,0.9,WoSIS
Mississippi,32.3390655999999,-90.6473236,53.0,76.0,1.1,5.1,24.7,74.3,1.0,WoSIS
Mississippi,32.3390655999999,-90.6473236,76.0,102.0,0.8,5.2,23.4,75.7,0.9,WoSIS
Mississippi,32.2479553,-89.1833953999999,0.0,15.0,34.1,7.5,40.2,46.5,13.3,WoSIS
Mississippi,32.2479553,-89.1833953999999,15.0,36.0,14.5,7.8,33.4,53.6,13.0,WoSIS
Mississippi,32.2479553,-89.1833953999999,36.0,66.0,4.1,7.8,33.6,56.5,9.9,WoSIS
Mississippi,32.2479553,-89.1833953999999,66.0,97.0,2.6,7.6,56.6,39.2,4.2,WoSIS
Mississippi,32.2479553,-89.1833953999999,97.0,127.0,2.2,7.5,59.8,34.5,5.7,WoSIS
Mississippi,30.5854988,-93.2071227999999,0.0,8.0,21.0,5.6,7.0,71.7,21.3,WoSIS
Mississippi,30.5854988,-93.2071227999999,8.0,15.0,5.3,5.4,9.1,71.0,19.9,WoSIS
Mississippi,30.5854988,-93.2071227999999,15.0,25.0,2.6,5.3,16.1,65.5,18.4,WoSIS
Mississippi,30.5854988,-93.2071227999999,25.0,48.0,1.6,5.3,19.9,63.3,16.8,WoSIS
Mississippi,30.5854988,-93.2071227999999,48.0,74.0,1.0,5.5,21.5,63.1,15.4,WoSIS
Mississippi,30.5854988,-93.2071227999999,74.0,104.0,0.8,5.4,22.4,61.8,15.8,WoSIS
Mississippi,32.978611,-91.8413924999999,0.0,10.0,25.3,5.5,10.6,69.9,19.5,WoSIS
Mississippi,32.978611,-91.8413924999999,10.0,22.0,3.6,4.7,16.8,64.5,18.7,WoSIS
Mississippi,32.978611,-91.8413924999999,22.0,38.0,2.35,4.65,19.4,63.9,16.7,WoSIS
Mississippi,32.978611,-91.8413924999999,38.0,56.0,1.5,4.7,21.3,63.0,15.7,WoSIS
Mississippi,32.978611,-91.8413924999999,56.0,74.0,1.35,5.0,24.4,60.95,14.65,WoSIS
Mississippi,32.978611,-91.8413924999999,74.0,89.0,1.3,5.0,25.1,61.0,13.9,WoSIS
Mississippi,32.978611,-91.8413924999999,89.0,114.0,1.0,5.2,23.0,61.3,15.7,WoSIS
Mississippi,30.3866672999999,-91.9922255999999,0.0,18.0,6.8,4.9,11.9,83.5,4.6,WoSIS
Mississippi,30.3866672999999,-91.9922255999999,18.0,38.0,4.1,5.6,28.3,69.9,1.8,WoSIS
Mississippi,30.3866672999999,-91.9922255999999,38.0,63.0,3.2,5.5,26.1,71.6,2.3,WoSIS
Mississippi,30.3866672999999,-91.9922255999999,63.0,90.0,2.2,5.7,23.6,73.8,2.6,WoSIS
Mississippi,30.3866672999999,-91.9922255999999,90.0,118.0,1.7,5.7,22.3,74.7,3.0,WoSIS
Mississippi,30.7686119,-93.4875030999999,0.0,15.0,5.9,4.6,2.8,32.6,64.6,WoSIS
Mississippi,30.7686119,-93.4875030999999,15.0,25.0,3.0,5.1,4.4,32.6,63.0,WoSIS
Mississippi,30.7686119,-93.4875030999999,25.0,41.0,2.1,5.0,13.8,31.1,55.1,WoSIS
Mississippi,30.7686119,-93.4875030999999,41.0,61.0,1.9,5.1,24.0,31.0,45.0,WoSIS
Mississippi,30.7686119,-93.4875030999999,61.0,84.0,1.3,5.0,24.3,31.4,44.3,WoSIS
Mississippi,30.7686119,-93.4875030999999,84.0,102.0,0.7,5.1,22.7,33.1,44.2,WoSIS
Mississippi,30.9143772125244,-93.1201782226562,0.0,13.0,12.9,4.9,6.2,42.0,51.8,WoSIS
Mississippi,30.9143772125244,-93.1201782226562,13.0,20.0,2.6,5.1,4.0,36.1,59.9,WoSIS
Mississippi,30.9143772125244,-93.1201782226562,20.0,33.0,3.3,4.8,19.2,41.5,39.3,WoSIS
Mississippi,30.9143772125244,-93.1201782226562,33.0,69.0,2.7,4.9,21.6,41.9,36.5,WoSIS
Mississippi,30.9143772125244,-93.1201782226562,69.0,114.0,1.8,4.9,22.4,42.9,34.7,WoSIS
Mississippi,30.5293884277343,-93.2237854003906,0.0,13.0,9.1,4.8,5.3,63.2,31.5,WoSIS
Mississippi,30.5293884277343,-93.2237854003906,13.0,43.0,3.7,4.8,6.9,64.0,29.1,WoSIS
Mississippi,30.5293884277343,-93.2237854003906,43.0,74.0,2.5,4.8,8.9,64.0,27.1,WoSIS
Mississippi,30.5293884277343,-93.2237854003906,74.0,130.0,1.9,5.0,18.3,58.3,23.4,WoSIS
Mississippi,31.0068759918212,-93.0423965454101,18.0,69.0,3.3,4.8,28.3,26.7,45.0,WoSIS
Mississippi,31.0068759918212,-93.0423965454101,28.0,79.0,2.7,4.9,32.4,26.1,41.5,WoSIS
Mississippi,30.6674995,-92.4286117999999,0.0,14.0,7.3,5.1,10.7,63.0,26.3,WoSIS
Mississippi,30.6674995,-92.4286117999999,14.0,32.0,4.2,6.9,15.6,59.5,24.9,WoSIS
Mississippi,30.6674995,-92.4286117999999,32.0,50.0,1.6,5.4,13.6,64.0,22.4,WoSIS
Mississippi,30.6674995,-92.4286117999999,50.0,71.0,4.2,4.9,41.3,43.0,15.7,WoSIS
Mississippi,30.6674995,-92.4286117999999,71.0,90.0,3.0,5.2,33.3,45.2,21.5,WoSIS
Mississippi,30.6674995,-92.4286117999999,90.0,117.0,1.2,5.9,25.9,45.0,29.1,WoSIS
Mississippi,31.9088898,-92.1752776999999,0.0,8.0,16.5,6.0,10.8,74.1,15.1,WoSIS
Mississippi,31.9088898,-92.1752776999999,8.0,25.0,4.0,5.3,15.4,72.1,12.5,WoSIS
Mississippi,31.9088898,-92.1752776999999,25.0,48.0,2.9,4.9,23.8,67.7,8.5,WoSIS
Mississippi,31.9088898,-92.1752776999999,48.0,73.0,1.4,4.9,21.8,67.8,10.4,WoSIS
Mississippi,31.9088898,-92.1752776999999,73.0,89.0,1.1,4.8,21.9,64.3,13.8,WoSIS
Mississippi,31.9088898,-92.1752776999999,89.0,101.0,1.1,4.8,19.8,65.2,15.0,WoSIS
Mississippi,30.4719447999999,-92.6091689999999,0.0,12.0,20.4,6.3,8.9,53.4,37.7,WoSIS
Mississippi,30.4719447999999,-92.6091689999999,12.0,23.0,3.6,5.9,10.4,50.6,39.0,WoSIS
Mississippi,30.4719447999999,-92.6091689999999,23.0,36.0,3.1,5.0,22.5,42.9,34.6,WoSIS
Mississippi,30.4719447999999,-92.6091689999999,36.0,47.0,2.7,5.0,25.2,43.0,31.8,WoSIS
Mississippi,30.4719447999999,-92.6091689999999,47.0,60.0,2.3,5.1,40.0,37.3,22.7,WoSIS
Mississippi,30.4719447999999,-92.6091689999999,60.0,81.0,2.7,5.3,56.6,27.5,15.9,WoSIS
Mississippi,30.4719447999999,-92.6091689999999,81.0,109.0,1.6,5.3,47.2,41.0,11.8,WoSIS
Mississippi,30.6970692,-90.9468842,0.0,12.0,31.7,4.7,6.5,84.9,8.6,WoSIS
Mississippi,30.6970692,-90.9468842,12.0,29.0,9.2,5.3,14.7,77.5,7.8,WoSIS
Mississippi,30.6970692,-90.9468842,29.0,57.0,1.1,5.85,12.2,82.3,5.5,WoSIS
Mississippi,30.6970692,-90.9468842,57.0,91.0,0.7,6.5,25.4,70.3,4.3,WoSIS
Mississippi,30.6970692,-90.9468842,91.0,110.0,0.3,6.95,22.2,72.3,5.5,WoSIS
Mississippi,30.2242777999999,-91.2653611,0.0,10.0,17.4,6.5,60.3,39.2,0.5,WoSIS
Mississippi,30.2242777999999,-91.2653611,10.0,26.0,12.9,6.8,61.4,38.1,0.5,WoSIS
Mississippi,30.2242777999999,-91.2653611,26.0,57.0,12.3,7.0,61.5,38.1,0.4,WoSIS
Mississippi,30.2242777999999,-91.2653611,57.0,78.0,5.0,7.4,54.1,45.3,0.6,WoSIS
Mississippi,30.2242777999999,-91.2653611,78.0,100.0,4.4,7.9,69.5,30.2,0.3,WoSIS
Rhine-Meuse,51.15472222222222,5.0713888888888885,5.0,25.0,3.9,4.4,1.0,1.0,97.0,WoSIS
Rhine-Meuse,51.15472222222222,5.0713888888888885,67.0,82.0,8.8,4.6,5.0,1.0,93.0,WoSIS
Rhine-Meuse,51.15472222222222,5.0713888888888885,82.0,97.0,6.0,4.6,2.0,2.0,97.0,WoSIS
Rhine-Meuse,51.15472222222222,5.0713888888888885,97.0,115.0,8.6,4.5,2.0,1.0,98.0,WoSIS
Rhine-Meuse,51.15472222222222,5.0713888888888885,5.0,25.0,3.9,4.4,1.0,1.0,97.0,WoSIS
Rhine-Meuse,51.15472222222222,5.0713888888888885,25.0,52.0,12.5,4.4,6.0,1.0,93.0,WoSIS
Rhine-Meuse,51.15472222222222,5.0713888888888885,52.0,67.0,11.1,4.4,4.0,1.0,94.0,WoSIS
Rhine-Meuse,51.15472222222222,5.0713888888888885,67.0,82.0,8.8,4.6,5.0,1.0,93.0,WoSIS
Rhine-Meuse,51.15472222222222,5.0713888888888885,82.0,97.0,6.0,4.6,2.0,2.0,97.0,WoSIS
Rhine-Meuse,51.15472222222222,5.0713888888888885,97.0,115.0,8.6,4.5,2.0,1.0,98.0,WoSIS
Rhine-Meuse,50.883665,4.643989583333333,0.0,10.0,41.5,3.3,10.0,69.2,20.8,WoSIS
Rhine-Meuse,50.883665,4.643989583333333,10.0,40.0,10.0,3.7,13.55,66.65,19.8,WoSIS
Rhine-Meuse,51.971765,5.638358055555555,0.0,15.0,75.2,4.8,49.5,31.7,18.8,WoSIS
Rhine-Meuse,51.971765,5.638358055555555,15.0,30.0,51.8,5.5,54.9,32.9,12.2,WoSIS
Rhine-Meuse,51.971765,5.638358055555555,30.0,50.0,15.5,6.2,67.1,31.8,1.1,WoSIS
Rhine-Meuse,51.971765,5.638358055555555,50.0,85.0,16.1,6.5,58.6,40.7,0.7,WoSIS
Rhine-Meuse,51.971765,5.638358055555555,85.0,95.0,51.5,6.1,63.3,36.1,0.6,WoSIS
Rhine-Meuse,51.971765,5.638358055555555,95.0,100.0,77.7,7.5,18.6,27.9,53.5,WoSIS
Rhine-Meuse,53.45722222,5.87472222,0.0,12.0,43.9,7.5,26.6,37.6,35.8,WoSIS
Rhine-Meuse,53.45722222,5.87472222,12.0,42.0,8.1,7.8,6.4,8.0,85.6,WoSIS
Rhine-Meuse,53.45722222,5.87472222,42.0,45.0,10.2,7.3,13.5,19.6,66.9,WoSIS
Rhine-Meuse,53.45722222,5.87472222,45.0,150.0,0.5,8.1,0.3,1.0,98.7,WoSIS
Rhine-Meuse,51.517165,6.137273888888889,10.0,15.0,4.2,3.9,1.0,1.4,97.6,WoSIS
Rhine-Meuse,51.517165,6.137273888888889,15.0,50.0,22.6,3.5,2.8,2.0,95.2,WoSIS
Rhine-Meuse,51.517165,6.137273888888889,50.0,57.0,3.3,4.4,1.0,1.9,97.1,WoSIS
Rhine-Meuse,51.517165,6.137273888888889,57.0,100.0,0.6,4.7,0.6,1.0,98.4,WoSIS
Rhine-Meuse,50.85,6.383333333333334,0.0,23.0,18.8,7.7,11.9,82.7,5.4,WoSIS
Rhine-Meuse,50.85,6.383333333333334,40.0,50.0,3.9,8.0,17.5,79.0,3.5,WoSIS
Rhine-Meuse,50.85,6.383333333333334,55.0,80.0,3.3,8.0,23.0,72.7,4.2,WoSIS
Rhine-Meuse,50.85,6.383333333333334,90.0,135.0,2.0,7.9,21.3,76.4,2.3,WoSIS
Rhine-Meuse,52.8275,6.884444444444444,6.0,11.0,54.0,3.2,8.2,18.2,73.6,WoSIS
Rhine-Meuse,52.8275,6.884444444444444,19.0,29.0,8.0,3.9,4.7,14.9,80.4,WoSIS
Rhine-Meuse,52.8275,6.884444444444444,29.0,36.0,6.0,3.9,4.1,13.7,82.2,WoSIS
Rhine-Meuse,52.8275,6.884444444444444,51.0,66.0,5.0,3.9,3.3,10.0,86.8,WoSIS
Rhine-Meuse,52.8275,6.884444444444444,66.0,81.0,3.0,4.4,1.3,10.9,87.8,WoSIS
Rhine-Meuse,52.8275,6.884444444444444,81.0,96.0,3.0,4.4,2.9,16.7,80.3,WoSIS
Rhine-Meuse,50.85,6.383333333333334,0.0,30.0,18.8,7.7,12.0,83.0,5.0,WoSIS
Rhine-Meuse,50.85,6.383333333333334,30.0,55.0,3.9,8.0,18.0,79.0,4.0,WoSIS
Rhine-Meuse,50.85,6.383333333333334,55.0,85.0,3.3,8.0,23.0,73.0,4.0,WoSIS
Rhine-Meuse,50.85,6.383333333333334,85.0,135.0,2.0,7.9,21.0,76.0,2.0,WoSIS
Rhine-Meuse,52.8275,6.884444444444444,6.0,19.0,54.0,3.2,8.0,18.0,74.0,WoSIS
Rhine-Meuse,52.8275,6.884444444444444,19.0,29.0,8.0,3.9,5.0,15.0,80.0,WoSIS
Rhine-Meuse,52.8275,6.884444444444444,29.0,36.0,6.0,3.9,4.0,14.0,82.0,WoSIS
Rhine-Meuse,52.8275,6.884444444444444,51.0,66.0,5.0,3.9,3.0,10.0,87.0,WoSIS
